Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA14,OUT013,2254.33984375
DRC24,OUT035,2328.478515625
FDW21,OUT018,1334.1318359375
NCH29,OUT046,1248.3154296875
FDU58,OUT013,3104.0126953125
FDY27,OUT017,2998.2509765625
FDV56,OUT035,2020.640625
FDT59,OUT046,3558.8779296875
FDB23,OUT046,3685.51953125
FDR49,OUT045,736.8076171875
FDB03,OUT010,1885.6025390625
FDN39,OUT045,2568.6455078125
FDX02,OUT027,4925.2490234375
FDQ16,OUT027,3210.8154296875
FDU35,OUT018,1352.34375
NCT29,OUT013,1836.9580078125
FDZ27,OUT046,823.0693359375
FDN57,OUT017,2267.0087890625
FDA03,OUT018,2005.4716796875
FDZ36,OUT045,2994.5185546875
NCU05,OUT013,1567.87890625
FDT39,OUT018,2100.095703125
FDK60,OUT017,1750.9892578125
FDZ25,OUT017,2952.2373046875
FDG12,OUT046,1971.3984375
DRB01,OUT019,872.1591796875
NCC43,OUT027,5231.7421875
FDX13,OUT019,2067.65625
FDM22,OUT049,929.4248046875
FDJ03,OUT027,2178.0439453125
FDU14,OUT018,3649.326171875
FDB33,OUT010,720.1533203125
FDP27,OUT046,2975.83203125
FDO38,OUT010,-710.771484375
FDE28,OUT027,5233.32421875
FDO27,OUT035,1640.3798828125
DRL23,OUT027,3021.0693359375
FDS28,OUT046,936.732421875
FDX24,OUT013,1559.4658203125
FDZ02,OUT035,1757.4130859375
FDL46,OUT045,1715.9736328125
FDS60,OUT027,4299.85546875
NCO06,OUT017,710.728515625
FDO16,OUT035,1440.8447265625
FDC60,OUT049,1546.3779296875
FDA48,OUT018,3166.4521484375
FDZ36,OUT027,4548.4853515625
FDK27,OUT045,1932.0439453125
FDW23,OUT018,307.6982421875
FDM14,OUT018,1439.1953125
FDM14,OUT013,1718.4951171875
FDW60,OUT018,2539.7158203125
FDE21,OUT013,2064.189453125
NCM42,OUT035,1998.849609375
FDY59,OUT010,-250.201171875
DRI49,OUT049,1544.6455078125
FDT28,OUT019,369.330078125
FDQ22,OUT018,451.9765625
FDR60,OUT049,1356.1748046875
FDC50,OUT019,-387.8203125
FDV24,OUT013,2470.55078125
DRF48,OUT010,1106.2578125
FDQ47,OUT046,688.4970703125
DRN36,OUT049,1674.4580078125
NCY06,OUT035,2331.76171875
FDE52,OUT035,1704.083984375
NCB54,OUT045,1885.455078125
NCF31,OUT035,2407.6689453125
FDJ08,OUT027,4409.7001953125
NCC07,OUT017,1661.958984375
NCD19,OUT027,2259.837890625
FDL46,OUT049,1931.9501953125
FDM20,OUT045,3757.0810546875
NCI06,OUT010,701.7158203125
DRM11,OUT035,4445.9189453125
NCH07,OUT018,1934.150390625
FDS23,OUT013,2079.970703125
FDO49,OUT018,592.525390625
FDS35,OUT049,1155.244140625
DRK39,OUT045,1309.916015625
DRI39,OUT049,1193.1552734375
FDV04,OUT017,2639.62890625
NCN14,OUT035,2989.265625
FDH08,OUT013,3642.0732421875
FDS20,OUT046,2935.498046875
FDV40,OUT049,1346.82421875
FDZ48,OUT010,-74.05078125
FDS24,OUT027,2916.08203125
FDK44,OUT049,2914.6318359375
FDS48,OUT045,2351.658203125
FDK26,OUT010,1171.876953125
FDD23,OUT045,3005.0556640625
NCH54,OUT017,2369.2685546875
NCP14,OUT010,-188.8857421875
FDM60,OUT010,-1290.890625
FDV24,OUT017,2534.84765625
FDH08,OUT018,3297.37890625
FDS12,OUT027,3456.80078125
FDR39,OUT027,4354.6259765625
FDP12,OUT027,2087.423828125
DRF60,OUT027,5192.9306640625
FDC09,OUT035,1892.3369140625
FDF50,OUT018,2837.0673828125
FDG28,OUT035,3967.63671875
NCE19,OUT017,1001.7626953125
NCM53,OUT010,-114.4814453125
NCN18,OUT049,1918.42578125
FDF32,OUT035,3289.2421875
FDF11,OUT013,3838.328125
DRI59,OUT049,3731.7255859375
NCG54,OUT035,2750.052734375
FDM44,OUT046,1576.3427734375
FDT57,OUT018,3360.58984375
FDV24,OUT046,2428.85546875
FDI50,OUT019,1906.1494140625
FDS09,OUT035,1031.275390625
NCC31,OUT027,3761.34375
FDQ07,OUT019,1669.47265625
FDC22,OUT017,3167.4033203125
FDZ56,OUT046,2806.1005859375
FDZ40,OUT019,-953.763671875
FDS46,OUT027,3393.5078125
DRD24,OUT045,2135.970703125
FDV45,OUT017,3139.05078125
FDL26,OUT045,2344.6298828125
FDA56,OUT018,1714.7255859375
FDN27,OUT046,1839.1376953125
FDM20,OUT049,3905.1591796875
FDO16,OUT017,1372.8603515625
FDL03,OUT035,3227.7197265625
FDE58,OUT046,1998.783203125
FDI02,OUT027,3425.42578125
NCC55,OUT019,-1409.8662109375
FDR03,OUT018,3092.646484375
FDB14,OUT017,1713.83203125
FDR45,OUT013,3876.9755859375
NCN07,OUT017,2150.66796875
FDM51,OUT019,-275.478515625
FDT52,OUT027,5233.8173828125
FDL26,OUT046,2391.7939453125
NCZ42,OUT046,3954.6748046875
DRI47,OUT019,508.5078125
FDW40,OUT013,2219.8984375
FDN34,OUT046,2674.3330078125
FDS01,OUT035,3017.560546875
NCG55,OUT045,1719.994140625
FDC11,OUT035,1542.9072265625
FDX35,OUT018,3359.259765625
NCB06,OUT046,2468.306640625
FDR09,OUT019,2214.623046875
FDC53,OUT017,1663.1572265625
FDY45,OUT013,4210.7783203125
FDA22,OUT010,721.5791015625
FDE02,OUT035,1810.240234375
FDW21,OUT045,1543.3203125
FDV34,OUT046,1291.43359375
FDS59,OUT049,1908.3046875
NCW17,OUT017,2009.0419921875
NCK54,OUT046,1919.48046875
FDG17,OUT019,1934.3037109375
FDG35,OUT017,2873.79296875
FDD08,OUT010,-1198.681640625
NCO07,OUT017,3449.603515625
FDJ10,OUT010,291.09765625
FDW36,OUT017,1714.34375
FDW21,OUT010,-286.3818359375
FDY19,OUT017,2167.6455078125
DRE03,OUT013,794.642578125
NCC55,OUT049,580.828125
FDH52,OUT010,-931.9296875
FDO09,OUT017,4238.6494140625
FDU43,OUT045,3818.6376953125
FDX09,OUT010,866.935546875
FDH40,OUT019,-633.904296875
FDW58,OUT017,1732.171875
FDC47,OUT017,3680.1611328125
NCR41,OUT035,1679.62890625
DRG49,OUT035,4110.5126953125
FDC52,OUT027,3876.5537109375
FDY13,OUT046,1385.2939453125
FDY35,OUT013,972.9306640625
FDI35,OUT017,3117.298828125
NCU18,OUT049,2601.12890625
FDY33,OUT018,2409.1328125
FDC15,OUT027,3855.8974609375
FDU01,OUT049,3177.8056640625
NCU42,OUT046,2952.85546875
NCV29,OUT018,2607.5859375
NCY30,OUT017,3150.15625
FDQ46,OUT049,1927.4423828125
FDG58,OUT027,3880.896484375
FDK33,OUT017,3532.1337890625
NCD07,OUT045,1688.546875
NCX29,OUT027,3685.7919921875
NCT42,OUT013,2285.1455078125
DRN59,OUT035,817.4716796875
FDI44,OUT035,1566.505859375
FDA45,OUT049,2867.28125
FDP31,OUT045,1012.0390625
FDY01,OUT046,2016.8134765625
FDT09,OUT018,1799.328125
DRH03,OUT027,2964.583984375
FDA36,OUT018,2679.7001953125
NCF31,OUT017,2380.0869140625
FDG14,OUT049,2531.380859375
FDG28,OUT027,5297.755859375
FDU14,OUT049,4016.7490234375
FDY47,OUT019,378.4296875
FDI56,OUT049,1695.396484375
DRD01,OUT013,964.240234375
FDM22,OUT046,875.1943359375
FDH33,OUT013,634.9990234375
DRZ24,OUT013,1834.21484375
NCQ38,OUT046,1697.533203125
FDO16,OUT027,2737.7568359375
FDU07,OUT027,3885.3193359375
NCB07,OUT013,3062.810546875
FDU48,OUT045,2076.3330078125
NCM43,OUT045,2592.388671875
FDR31,OUT010,497.66796875
DRK49,OUT018,487.3623046875
NCI30,OUT010,1698.4228515625
DRD60,OUT017,2940.576171875
NCG19,OUT046,3609.958984375
FDH12,OUT035,1743.5185546875
FDM32,OUT035,1575.1982421875
FDM27,OUT035,2559.5615234375
NCU53,OUT027,4321.076171875
NCQ18,OUT046,1626.517578125
FDS10,OUT013,2882.478515625
FDB33,OUT027,4051.482421875
FDI12,OUT013,1579.173828125
NCW42,OUT013,3409.0576171875
NCC06,OUT018,1630.4833984375
FDW02,OUT017,2034.1328125
NCD43,OUT017,1699.97265625
FDM57,OUT018,1010.486328125
FDA58,OUT017,3802.84765625
FDK56,OUT046,2982.4189453125
FDP52,OUT045,3584.6640625
FDW20,OUT018,1682.7568359375
FDS52,OUT049,1704.650390625
NCT29,OUT018,1492.1875
NCL54,OUT013,2974.33984375
FDC05,OUT045,3082.8017578125
FDF34,OUT035,3281.68359375
FDP03,OUT027,3461.107421875
FDD32,OUT010,-446.869140625
FDZ10,OUT045,2059.6357421875
FDZ40,OUT035,1093.3154296875
FDD51,OUT018,405.767578125
NCY30,OUT019,1095.8076171875
FDP58,OUT017,3483.41015625
FDV49,OUT017,4344.80078125
FDY24,OUT019,-894.671875
NCO55,OUT017,1804.830078125
FDR13,OUT017,2091.4013671875
FDS51,OUT017,1148.294921875
FDP26,OUT045,1480.42578125
NCB54,OUT027,3442.1796875
FDF32,OUT017,3218.04296875
FDN31,OUT018,2670.1875
DRM48,OUT017,1016.3251953125
FDN20,OUT049,2747.7119140625
DRL01,OUT046,3686.8876953125
FDV56,OUT049,1945.890625
DRH13,OUT027,3179.443359375
FDA03,OUT017,2386.61328125
FDF47,OUT027,4940.287109375
FDX32,OUT046,2412.0009765625
FDX57,OUT049,1714.8642578125
NCA30,OUT045,2893.095703125
FDO49,OUT013,904.5517578125
FDL04,OUT019,-359.60546875
DRM48,OUT035,1075.1611328125
FDR16,OUT013,3427.7685546875
NCC19,OUT018,2600.9306640625
NCE42,OUT045,3659.6376953125
FDY24,OUT017,1170.2939453125
FDH19,OUT049,2821.4951171875
FDJ46,OUT013,2726.0576171875
FDN45,OUT010,1520.259765625
FDY08,OUT035,2549.3056640625
FDZ37,OUT035,1706.0927734375
NCT30,OUT045,592.7978515625
DRY23,OUT018,235.9052734375
NCZ30,OUT018,1847.376953125
FDC44,OUT018,1541.361328125
FDB45,OUT035,1925.01171875
FDY04,OUT013,2786.9033203125
FDM27,OUT046,2511.5029296875
FDZ43,OUT017,4064.2919921875
FDT39,OUT019,479.173828125
NCC06,OUT019,-20.7685546875
FDL15,OUT027,3823.7216796875
FDL57,OUT017,4119.9345703125
FDU08,OUT046,1659.8017578125
FDK40,OUT017,4293.7548828125
FDQ12,OUT010,1770.150390625
FDS48,OUT017,2528.318359375
FDP09,OUT045,3253.390625
FDW21,OUT049,1682.048828125
FDY25,OUT035,3186.9736328125
DRE13,OUT017,1482.576171875
FDV43,OUT019,-1132.5947265625
FDD22,OUT045,1739.9072265625
FDM46,OUT019,-565.962890625
NCO30,OUT010,1093.1708984375
FDM25,OUT046,2766.1826171875
NCN41,OUT049,2059.59765625
FDU24,OUT045,1486.6884765625
FDZ50,OUT046,2961.1083984375
FDP45,OUT013,4015.45703125
NCM54,OUT045,2040.373046875
FDW10,OUT019,799.6123046875
FDP20,OUT017,2147.48828125
FDK32,OUT046,2526.0830078125
FDN52,OUT049,1432.9462890625
FDM58,OUT045,1680.2099609375
FDZ46,OUT027,3295.0283203125
NCA18,OUT018,1565.9677734375
FDD35,OUT046,1998.6767578125
NCK31,OUT035,945.77734375
FDI40,OUT027,3185.5859375
FDT50,OUT019,-483.267578125
NCT06,OUT046,2507.0751953125
FDT31,OUT035,3066.1630859375
FDT45,OUT049,869.9150390625
FDT13,OUT045,2833.1748046875
FDO50,OUT045,1360.6767578125
NCU18,OUT010,577.6884765625
NCR54,OUT049,3203.35546875
NCO18,OUT018,2616.6259765625
FDU09,OUT045,927.8447265625
FDT13,OUT018,2633.3203125
FDE09,OUT046,1965.478515625
NCK53,OUT019,-263.0283203125
FDG45,OUT049,3469.650390625
DRH15,OUT035,847.1484375
FDO21,OUT019,1647.125
FDD14,OUT027,4396.0888671875
FDC09,OUT046,1747.7705078125
FDH45,OUT027,2152.9541015625
FDV32,OUT046,1119.1953125
FDG12,OUT035,2069.26171875
FDS32,OUT013,2357.310546875
NCL55,OUT018,3768.5146484375
DRE01,OUT035,3937.138671875
DRE15,OUT049,1325.064453125
NCL42,OUT045,3983.35546875
FDP31,OUT013,1088.515625
FDN33,OUT018,1176.13671875
FDZ59,OUT046,2727.4521484375
FDE45,OUT010,1074.375
FDJ07,OUT013,1896.3818359375
FDQ45,OUT018,2757.943359375
FDM33,OUT027,4806.3916015625
FDO15,OUT010,-657.970703125
FDM46,OUT013,1392.4091796875
FDR03,OUT045,3297.1669921875
FDY49,OUT018,2592.115234375
FDQ60,OUT045,1915.6416015625
FDW10,OUT049,2842.28125
FDO51,OUT049,847.7431640625
FDJ40,OUT018,1432.974609375
FDS20,OUT018,2646.4345703125
FDU45,OUT013,1917.3134765625
FDV02,OUT035,2803.3125
FDN09,OUT046,3753.7197265625
NCM55,OUT027,4431.44140625
FDN23,OUT018,1996.849609375
FDY31,OUT010,565.552734375
FDW03,OUT010,-197.2568359375
FDD14,OUT046,2936.3681640625
FDV23,OUT017,2138.54296875
DRI03,OUT045,2877.0673828125
FDN13,OUT035,1695.9658203125
FDF45,OUT027,2488.001953125
FDU46,OUT035,1647.1728515625
FDB57,OUT049,3756.546875
FDV12,OUT049,1805.818359375
FDQ58,OUT013,2499.8681640625
NCA18,OUT017,1928.423828125
FDH52,OUT049,1058.3720703125
FDM24,OUT018,2060.6484375
NCP43,OUT027,4316.283203125
NCO18,OUT019,968.6572265625
FDM32,OUT017,1527.4365234375
NCL07,OUT017,841.40234375
FDK03,OUT013,4042.8759765625
FDP59,OUT017,1766.703125
FDQ24,OUT049,4128.1064453125
FDQ16,OUT018,1515.16015625
FDU44,OUT013,2692.7626953125
FDH28,OUT010,-1355.94921875
FDV28,OUT019,-1301.7392578125
FDM22,OUT045,775.1240234375
FDR56,OUT046,3203.4130859375
FDV39,OUT049,3278.904296875
FDU37,OUT019,-521.8046875
FDQ11,OUT010,2262.501953125
FDX02,OUT045,3412.7978515625
NCS42,OUT018,1122.859375
FDY57,OUT027,3132.4638671875
FDB21,OUT049,3967.4609375
FDE28,OUT017,3853.533203125
FDQ55,OUT017,2064.9736328125
FDA48,OUT049,3576.732421875
FDZ19,OUT045,2788.6435546875
NCC43,OUT045,3738.416015625
NCV18,OUT046,1393.8349609375
NCA42,OUT018,2226.8505859375
FDY45,OUT046,4186.8447265625
NCC30,OUT045,2617.263671875
FDM57,OUT013,1356.8310546875
FDL09,OUT010,649.400390625
FDB09,OUT027,3529.412109375
FDT44,OUT035,1960.3271484375
NCT06,OUT027,3946.7021484375
FDX26,OUT049,2943.7158203125
FDK32,OUT013,2589.5556640625
DRA12,OUT046,2195.650390625
FDO46,OUT010,1066.228515625
FDE52,OUT013,1546.705078125
NCH42,OUT045,3274.2802734375
FDV08,OUT035,925.5859375
FDB47,OUT018,3101.0478515625
FDC28,OUT010,-163.205078125
FDD22,OUT046,1841.5712890625
FDS07,OUT027,3314.8515625
DRI13,OUT045,3544.1103515625
FDG32,OUT018,3191.6259765625
FDU14,OUT017,4026.6025390625
FDD28,OUT019,-924.8125
NCP41,OUT017,1897.53515625
FDS08,OUT049,2905.501953125
FDX47,OUT045,2508.7236328125
FDC53,OUT019,-278.25
FDQ19,OUT035,4093.4619140625
FDL14,OUT045,2387.9267578125
FDM33,OUT019,1476.220703125
FDA51,OUT045,1665.25390625
FDZ27,OUT018,554.298828125
FDT04,OUT046,550.0849609375
DRC13,OUT049,1886.533203125
FDR16,OUT027,4883.7744140625
FDQ03,OUT027,5284.9130859375
FDE38,OUT035,2964.021484375
DRH23,OUT027,2242.685546875
FDT11,OUT019,1035.998046875
FDD09,OUT035,3073.2939453125
FDR40,OUT045,1331.4794921875
FDX07,OUT017,3119.5947265625
FDR07,OUT035,1768.8271484375
FDA51,OUT017,1855.71484375
FDT59,OUT019,1659.556640625
FDF20,OUT017,3196.6953125
FDR13,OUT045,1888.3193359375
FDY26,OUT049,3547.5205078125
FDW04,OUT017,2129.890625
FDK52,OUT017,3698.4853515625
FDN60,OUT049,2512.3662109375
FDM09,OUT019,740.314453125
FDP46,OUT049,1471.79296875
FDB50,OUT019,-593.2041015625
NCQ29,OUT049,4188.5859375
FDP16,OUT027,5264.384765625
FDX33,OUT018,2322.845703125
FDP07,OUT010,1203.4462890625
FDN22,OUT046,3904.8798828125
FDF39,OUT049,4186.369140625
FDS21,OUT017,1162.396484375
NCM42,OUT013,1852.369140625
FDK50,OUT019,778.83203125
DRF13,OUT027,3806.8564453125
FDH35,OUT018,2248.640625
FDP60,OUT018,1294.0126953125
DRJ49,OUT027,3478.337890625
NCT42,OUT019,357.6328125
FDE38,OUT049,2914.16015625
FDI04,OUT049,3377.828125
NCH54,OUT045,2138.2177734375
FDT56,OUT049,1020.8876953125
DRD15,OUT018,3326.9052734375
FDV58,OUT013,3155.9375
FDP21,OUT049,3076.583984375
FDH05,OUT013,3634.8427734375
FDR10,OUT027,4064.9775390625
NCP06,OUT045,2365.578125
FDF33,OUT049,1989.970703125
DRK37,OUT013,3098.083984375
DRH49,OUT045,1303.85546875
FDT58,OUT013,2575.3935546875
FDD41,OUT018,1444.21484375
FDP40,OUT018,1482.1572265625
FDM51,OUT027,3060.8916015625
FDO45,OUT010,-526.263671875
FDW33,OUT010,-301.3662109375
FDY24,OUT045,1027.5830078125
FDB10,OUT010,1877.7275390625
FDM40,OUT035,2247.9130859375
NCI06,OUT017,2728.49609375
FDW12,OUT019,378.7646484375
FDX48,OUT027,3985.5107421875
NCW05,OUT027,2986.0283203125
FDX27,OUT017,1617.1494140625
DRM37,OUT045,3371.8603515625
FDA38,OUT045,3662.41015625
FDR36,OUT046,739.0458984375
FDZ45,OUT046,3216.8662109375
FDG05,OUT017,2584.8203125
FDK28,OUT013,4120.5205078125
FDV47,OUT045,1360.53125
FDN21,OUT045,2397.5361328125
FDP20,OUT027,3479.513671875
FDI35,OUT045,2942.251953125
DRY23,OUT013,566.73828125
FDA56,OUT017,2091.21484375
FDB09,OUT013,2088.7109375
NCO26,OUT027,3376.34765625
FDQ49,OUT018,2377.888671875
FDI52,OUT027,3486.91796875
FDZ44,OUT027,3442.3564453125
FDZ09,OUT018,2392.53515625
FDY03,OUT049,2100.2529296875
NCG42,OUT017,2108.583984375
DRI13,OUT027,5080.1630859375
FDQ32,OUT013,2174.9111328125
FDW16,OUT035,1572.734375
FDU27,OUT046,839.2236328125
FDR28,OUT010,742.1875
FDQ49,OUT010,765.275390625
FDS37,OUT046,1898.634765625
FDW26,OUT018,3104.3193359375
FDX12,OUT018,3608.07421875
NCP06,OUT013,2488.640625
FDW45,OUT010,337.1259765625
NCN30,OUT049,1659.138671875
FDN24,OUT049,886.0166015625
NCL41,OUT027,2137.513671875
FDR02,OUT019,-157.509765625
FDD09,OUT010,1037.294921875
FDS33,OUT010,-441.7353515625
FDU22,OUT045,1859.6767578125
FDI53,OUT013,2728.818359375
DRH01,OUT049,2861.94921875
FDX32,OUT013,2389.8642578125
NCP30,OUT018,454.5498046875
FDB60,OUT045,3099.51953125
FDB14,OUT049,1718.08203125
NCP02,OUT035,1152.71875
FDJ10,OUT017,2300.3232421875
FDG34,OUT046,1786.97265625
NCB18,OUT017,1486.787109375
FDM16,OUT049,1236.9052734375
FDW25,OUT018,1051.2216796875
FDB35,OUT010,-345.3505859375
DRN11,OUT013,2185.7451171875
FDF41,OUT019,1906.8701171875
FDH16,OUT045,1246.4013671875
NCQ50,OUT018,3148.9736328125
DRH23,OUT018,518.193359375
DRJ37,OUT013,2383.88671875
DRJ24,OUT027,4295.732421875
FDY16,OUT035,3197.2392578125
FDQ27,OUT045,1735.0751953125
FDZ33,OUT045,2350.2919921875
FDF29,OUT045,2023.4140625
FDA08,OUT049,2744.953125
FDG31,OUT046,1052.3828125
FDE34,OUT019,1157.333984375
NCR30,OUT027,2673.123046875
FDV33,OUT035,4303.03125
DRZ24,OUT018,1580.6708984375
NCL54,OUT035,3038.30078125
FDR12,OUT049,2934.7607421875
NCC54,OUT046,3617.712890625
DRN59,OUT013,726.6474609375
FDX50,OUT019,-194.8828125
FDV31,OUT027,4329.001953125
NCA29,OUT027,4168.984375
FDW60,OUT049,2896.984375
FDX08,OUT017,3055.4072265625
DRD49,OUT013,3684.052734375
FDD33,OUT046,3702.3681640625
FDW35,OUT013,696.6953125
FDJ36,OUT017,1727.5888671875
FDV51,OUT035,2845.88671875
FDW36,OUT046,1647.18359375
FDH35,OUT046,2545.4951171875
NCS30,OUT027,3438.3720703125
FDN49,OUT017,759.5205078125
FDL08,OUT018,3551.71484375
FDI09,OUT013,4177.587890625
FDP19,OUT018,1745.6630859375
FDU21,OUT010,-1288.306640625
NCP41,OUT045,1692.8828125
FDY10,OUT013,1974.2158203125
FDP12,OUT018,357.6669921875
NCN26,OUT049,1989.138671875
FDK44,OUT013,2852.3251953125
FDC28,OUT049,1828.9072265625
FDJ41,OUT027,5525.7119140625
NCT29,OUT035,1970.9775390625
NCH42,OUT019,1418.529296875
FDU60,OUT018,2459.734375
FDS02,OUT045,2941.892578125
FDC51,OUT046,1972.0205078125
FDU03,OUT013,3009.1142578125
FDX39,OUT045,3357.9619140625
NCY05,OUT010,-1188.6279296875
NCL06,OUT027,5692.400390625
FDD32,OUT035,1576.0400390625
NCN41,OUT045,1891.28125
NCX53,OUT049,2314.0400390625
FDU57,OUT019,536.078125
FDQ23,OUT046,1740.1806640625
FDQ52,OUT045,3865.5087890625
FDC14,OUT045,694.9736328125
FDY09,OUT035,3093.1494140625
FDQ28,OUT045,2489.3720703125
FDV25,OUT046,3558.828125
FDJ07,OUT035,1974.3701171875
DRB25,OUT049,1553.62890625
FDK52,OUT019,1658.70703125
FDY52,OUT027,2610.0849609375
FDB28,OUT046,3107.0234375
FDT36,OUT035,641.9677734375
FDV25,OUT017,3680.49609375
NCN07,OUT027,3500.083984375
FDC57,OUT017,3253.6533203125
FDQ03,OUT018,3567.705078125
FDU23,OUT017,2807.3642578125
NCX41,OUT035,3468.1064453125
NCD06,OUT035,816.640625
FDW08,OUT045,1576.5859375
NCU29,OUT017,2645.16015625
NCE06,OUT013,2571.6455078125
FDV52,OUT010,-8.5029296875
FDB02,OUT017,3043.89453125
NCR18,OUT045,690.53515625
FDK16,OUT049,1651.7412109375
NCQ29,OUT010,2162.0654296875
FDZ01,OUT019,-63.505859375
FDW27,OUT035,2602.16015625
FDD17,OUT018,3495.818359375
FDW39,OUT013,2833.40234375
DRH59,OUT045,1001.76953125
FDS52,OUT013,1660.931640625
FDU40,OUT027,4552.0654296875
NCF54,OUT013,2626.7470703125
FDH46,OUT045,1546.8544921875
NCP14,OUT049,1792.29296875
FDH50,OUT049,3043.0126953125
DRF15,OUT010,526.58203125
FDV27,OUT027,2964.521484375
NCJ06,OUT049,2008.423828125
FDN02,OUT018,2922.353515625
FDQ51,OUT049,991.5166015625
FDQ07,OUT017,3744.4228515625
FDS45,OUT049,1839.298828125
NCJ06,OUT045,1857.236328125
FDD36,OUT035,2074.4462890625
FDY25,OUT045,2995.2705078125
FDU52,OUT046,2465.7392578125
DRK47,OUT017,3653.001953125
NCL30,OUT017,2309.31640625
FDN22,OUT035,4060.3486328125
NCF30,OUT027,3277.7802734375
FDK03,OUT035,4201.8017578125
FDT45,OUT017,909.3154296875
NCC54,OUT027,5030.07421875
FDP08,OUT018,2840.2060546875
FDU44,OUT046,2700.8955078125
DRG39,OUT035,1110.6572265625
FDU32,OUT049,2117.8837890625
FDY27,OUT049,3014.6318359375
NCP54,OUT013,2057.98046875
NCZ41,OUT049,2255.9560546875
DRL49,OUT013,2256.0048828125
FDI05,OUT018,1083.0244140625
FDY56,OUT045,3719.2470703125
DRC13,OUT013,1825.708984375
NCV29,OUT017,3018.3193359375
FDR24,OUT049,1619.4873046875
FDZ34,OUT018,2825.685546875
FDP37,OUT035,2159.47265625
FDX08,OUT027,4376.3974609375
FDS57,OUT045,2169.201171875
NCG18,OUT049,1677.328125
FDK25,OUT018,2517.87890625
FDH53,OUT049,1360.5361328125
DRI59,OUT018,3324.623046875
FDA52,OUT046,2785.90625
FDT20,OUT010,-1333.48828125
FDE36,OUT019,863.021484375
FDI24,OUT017,2995.857421875
FDB28,OUT018,2852.1591796875
FDV11,OUT017,2989.35546875
FDP01,OUT046,2519.7109375
FDD34,OUT027,4066.0419921875
FDJ50,OUT027,2293.1533203125
FDZ44,OUT013,2041.7138671875
DRO59,OUT035,1643.59765625
DRB48,OUT045,407.3984375
FDR21,OUT018,2536.611328125
NCE42,OUT010,1811.552734375
FDO23,OUT046,1425.4541015625
NCE30,OUT018,3062.86328125
FDQ22,OUT035,843.5400390625
FDY01,OUT045,1949.3486328125
FDS08,OUT017,2957.357421875
FDG28,OUT018,3590.0556640625
FDQ51,OUT018,652.9296875
FDB05,OUT017,4058.14453125
FDO56,OUT049,1984.3525390625
FDE02,OUT018,1378.259765625
FDN45,OUT017,3534.7275390625
FDS09,OUT013,884.802734375
NCA54,OUT018,2574.8525390625
FDP09,OUT010,1421.8720703125
